Catalogue,Artist,Title,UKDP,Street_Date,label,UPCEAN,AlbumCLineYear,AlbumCLineInfo,AlbumPLineYear,AlbumPLineInfo,MediaType,genre,Ppoint,Notes,Artist_Sort,Active,Deleted,format,OriginalCountry,Territory,ExpiryDate,ID
KSCOPE919,IAMTHEMORNING,LIGHTHOUSE,10.5,01/04/2016,Kscope,802644891910,2016,Snapper Music Ltd,2016,"Kscope, a division of Snapper Music Ltd",LP,Rock,Full Price,<p>USA release date 4th April</p>,IAMTHEMORNING,1,0,Album,GB,World,,2166
KSCOPE918,SE DELAN,DRIFTER,10.5,29/04/2016,Kscope,802644891811,2016,Snapper Music Ltd,2016,"Kscope, a division of Snapper Music Ltd",LP,Rock,Full Price,,SE DELAN,1,0,,GB,World,,2164
KSCOPE351,SE DELAN,DRIFTER,7.6,29/04/2016,Kscope,802644835129,2016,Snapper Music Ltd,2016,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,SE DELAN,1,0,,GB,World,,2163
VILELP241,BLOODBATH,THE WACKEN CARNAGE,15.5,15/04/2016,Peaceville,801056824110,2015,Peaceville Records Ltd,2008,Peaceville Records Ltd,2LP,Metal,Full Price,,BLOODBATH,1,0,Album,GB,World,,2162
CDVILEF569,SIKTH,OPACITIES,6.65,04/12/2015,Peaceville,801056856920,2015,SikTh Productions,2015,SikTh Productions under licence to Peaceville Records Ltd,CD,Metal,Full Price,,SIKTH,1,0,Album,GB,World,28/02/2025,2161
VILELP508,BLOODBATH,BLOODBATH OVER BLOODSTOCK,17.5,18/03/2016,Peaceville,801056850812,2016,Peaceville Records Ltd,2011,Peaceville Records Ltd,2LP,Metal,Full Price,,BLOODBATH,1,0,Album,GB,World,,2160
KSCOPE903DIGI,MICK KARN,MORE BETTER DIFFERENT,0,16/10/2015,Kscope,802644490366,2016,Mick Karn,2003,Kyoko Karn under exclusive licence to Kscope,Digital,Rock/Pop,Digital,,"KARN, MICK",1,0,,GB,World,,2159
KSCOPE529,STEVEN WILSON,4 1/2,8.84,22/01/2016,Kscope,802644852973,2016,Steven Wilson Productions Ltd,2016,Steven Wilson Productions Ltd under licence to Snapper Music Ltd,Blu-ray,Rock,Full Price,,"WILSON, STEVEN",1,0,Album,GB,World,,2158
KSCOPE902DIGI,MICK KARN,THREE PART SPECIES,0,11/09/2015,Kscope,802644490267,2015,Mick Karn,2006,Kyoko Karn under exclusive licence to Kscope,Digital,Rock/Pop,Digital,,"KARN, MICK",1,0,,GB,World,,2157
KSCOPE901DIGI,CRIPPLED BLACK PHOENIX,A LOVE OF SHARED DISASTERS,0,11/09/2015,Kscope,802644490168,2015,Snapper Music Ltd,2007,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,CRIPPLED BLACK PHOENIX,1,0,Album,GB,World,,2156
KSCOPE349,WILSON HOILE GLOVER,INDEX,15,16/10/2015,Kscope,802644834979,0,-,0,-,Other/T-shirt,,Full Price,,-,1,0,,GB,World,,2155
KSCOPE330DIGI,ANATHEMA,A SORT OF HOMECOMING (The Orchard),0,30/10/2015,Kscope,802644433066,2015,Anathema,2015,Anathema under exclusive licence to Snapper Music Ltd,Digital,Rock,Digital,,ANATHEMA,1,0,Album,GB,World,,2154
KSCOPE917,STEVEN WILSON,4 1/2,11.5,22/01/2016,Kscope,802644891712,2016,Steven Wilson Productions Ltd,2016,Steven Wilson Productions Ltd under licence to Snapper Music Ltd,LP,Rock,Full Price,,"WILSON, STEVEN",1,0,,GB,World,,2152
KSCOPE347,STEVEN WILSON,4 1/2,7.6,22/01/2016,Kscope,802644834726,2016,Steven Wilson Productions Ltd,2016,Steven Wilson Productions Ltd under licence to Snapper Music Ltd,CD,Rock,Full Price,,"WILSON, STEVEN",1,0,,GB,World,,2151
KSCOPE345DIGI,THE ANCHORESS,POPULAR,0,15/10/2015,Kscope,802644434568,2016,Catherine Anne Davies,2016,"Kscope, a division of Snapper Music Ltd",Digital,Rock/Pop,Digital,,ANCHORESS,1,0,Single,GB,World,,2150
CDVILEDX571,DODHEIMSGARD,KRONET TIL KONGE,6.65,11/12/2015,Peaceville,801056857125,2015,Peaceville Records Ltd,1995,Peaceville Records Ltd,2CD,Metal,Full Price,,DHG DODHEIMSGARD,1,0,Album,GB,World,,2148
KSCOPE346,THE ANCHORESS,YOU AND ONLY YOU,0,08/01/2016,Kscope,802644834665,2016,Catherine Anne Davies,2016,"Kscope, a division of Snapper Music Ltd",Digital,Rock/Pop,Full Price,,ANCHORESS,1,0,Single,GB,World,,2147
KSCOPE345,THE ANCHORESS,CONFESSIONS OF A ROMANCE NOVELIST,7.6,15/01/2016,Kscope,802644834528,2016,Catherine Anne Davies,2016,"Kscope, a division of Snapper Music Ltd",CD,Rock/Pop,Full Price,,ANCHORESS,1,0,Album,GB,World,,2145
CDVILEP17,GALLHAMMER,A TASTE OF DESPAIR (EP),0,08/03/2010,Peaceville,801056301727,0,Peaceville Records Ltd,2010,Peaceville Records Ltd,CD,Metal,Promo,,GALLHAMMER,0,0,,GB,World,,2144
SMABX1020P,STREETWALKERS,I`M WALKING - COMPLETE STREETWALKERS 1974-1977 PROMO CD,0,11/12/2015,Madfish,636551302029,2015,Snapper Music Ltd,2015,Snapper Music Ltd,CD,Rock,Promo,,STREETWALKERS,1,0,,GB,World,,2143
KSCOPE329DIGI,GAZPACHO,Know Your Time,0,23/10/2015,Kscope,636551932929,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,GAZPACHO,1,0,Single,GB,World,,2142
AV017,FUNERAL ORATION,Sursum Luna,0,30/06/1996,Peaceville,80105620176,0,Peaceville Records Ltd,1996,Peaceville Records Ltd,CD,Metal,,,FUNERAL ORATION,0,0,,GB,World,,2141
AV071,FRAGILE HOLLOW,Effete Mind,0,04/07/2003,Peaceville,80105620714,0,Peaceville Records Ltd,2003,Peaceville Records Ltd,CD,Metal,,,FRAGILE HOLLOW,0,0,,GB,World,,2140
CDVILEDX570,MAYHEM,LIVE IN LEIPZIG,6.65,27/11/2015,Peaceville,801056857026,2015,Peaceville Records Ltd,1993,Peaceville Records Ltd,2CD,Metal,Full Price,,MAYHEM,1,0,Album,GB,World,,2139
CDVILED539,AKERCOCKE,THE GOAT OF MENDES,5.95,22/01/2016,Peaceville,801056753922,2015,Peaceville Records Ltd,2001,Peaceville Records Ltd,CD,Metal,Mid Price,,AKERCOCKE,1,0,Album,GB,World,,2138
WLR035,DOLORIAN,Voidwards,0,30/04/2006,Peaceville,3760068230883,0,Peaceville Records Ltd,2006,Peaceville Records Ltd,CD,Metal,,,DOLORIAN,0,1,Album,GB,World,,2137
WLR023,DOLORIAN,Dolorian,0,01/02/2001,Peaceville,80105620237,0,Peaceville Records Ltd,2001,Peaceville Records Ltd,CD,Metal,,,DOLORIAN,0,1,Album,GB,World,,2136
WLR017,DOLORIAN,When All The Laughter Has Gone,0,07/12/1999,Peaceville,4009880738429,0,Peaceville Records Ltd,1999,Peaceville Records Ltd,CD,Metal,,,DOLORIAN,0,1,Album,GB,World,,2135
AV054,DIABLERIE,Seraphyde,0,07/05/2001,Peaceville,4029758167427,0,Peaceville Records Ltd,2001,Peaceville Records Ltd,CD,Metal,,,DIABLERIE,0,0,,GB,World,,2134
WLR028,DARZAMAT,Oniriad,0,31/03/2003,Peaceville,693723228020,0,Peaceville Records Ltd,2003,Peaceville Records Ltd,CD,Metal,,,DARZAMAT,0,0,,GB,World,,2133
KSCOPE910DIGI,VARIOUS ARTISTS,Kscope Sampler - Volume 5 (Essential Version),0,04/09/2015,Kscope,803415491063,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,VARIOUS ARTISTS,1,0,,GB,World,,2132
VILE08,EXTRA HOT SAUCE,Taco Of Death,0,30/06/1988,Peaceville,8010561085,0,Peaceville Records Ltd,1998,Peaceville Records Ltd,LP,Metal,,,EXTRA HOT SAUCE,0,0,,GB,World,,2130
CDKTB97,DRUG FREE AMERICA,OM - 23,0,17/11/1997,Peaceville,5020157209724,0,Peaceville Records Ltd,1997,Peaceville Records Ltd,CD,,,,DRUG FREE AMERICA,0,0,,GB,World,,2128
CDKTB21,DRUG FREE AMERICA,Narcotica - The New Pornography,0,13/03/1995,Peaceville,5020157202121,0,Peaceville Records Ltd,1995,Peaceville Records Ltd,CD,,,,DRUG FREE AMERICA,0,0,,GB,World,,2127
SMACDX1047,W.A.S.P.,THE CRIMSON IDOL,5.95,27/05/2016,Madfish,636551704724,2015,Snapper Music Ltd,1992,Sanctuary Management Productions Ltd under exclusive licence to Snapper Music Ltd,CD,Metal,Mid Price,,WASP,1,0,Album,GB,World,,2126
KTB14CD,DRUG FREE AMERICA,Trip: The Dreamtime Remixes,0,11/10/1993,Peaceville,5016557531428,0,Peaceville Records Ltd,1993,Peaceville Records Ltd,CD,,,,DRUG FREE AMERICA,0,0,,GB,World,,2125
CDVILED599DIGI,MY DYING BRIDE,FEEL THE MISERY,0,18/09/2015,Peaceville,801056459961,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,Digital,Metal,Digital,,MY DYING BRIDE,1,0,Single,GB,World,,2124
CDVILED416DIGI,DODHEIMSGARD,SATANIC ART,0,06/11/2015,Peaceville,801056441669,2015,Peaceville Records Ltd,1998,Peaceville Records Ltd,Digital,Metal,Digital,,DHG DODHEIMSGARD,1,0,Album,GB,World,,2121
VILELP166,DARKTHRONE,FOREBYGGENDE KRIG,0,23/11/2006,Peaceville,801056816610,0,Peaceville Records Ltd,2006,Peaceville Records Ltd,7``,Metal,,,DARKTHRONE,0,0,Single,GB,World,,2120
KSCOPE907DIGI,VARIOUS ARTISTS,Kscope Sampler - Volume 2 (Kontor Version),0,10/07/2015,Kscope,802644990729,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,VARIOUS ARTISTS,1,0,,GB,World,,2119
CDVILED598DIGI,SETH,ERA DECAY,0,06/11/2015,Peaceville,801056459862,2004,Peaceville Records Ltd,2004,Peaceville Records Ltd,Digital,Metal,Digital,,SETH,1,0,Album,GB,World,,2118
CDVILED597DIGI,PAN.THY.MONIUM,DREAM II - EP,0,06/11/2015,Peaceville,801056459763,0,Peaceville Records Ltd,1992,Peaceville Records Ltd,Digital,Metal,Digital,,PAN THY MONIUM,1,0,,GB,World,,2117
CDVILED596DIGI,OPERA IX,MALEVENTUM,0,06/11/2015,Peaceville,801056459664,2002,Peaceville Records Ltd,2002,Peaceville Records Ltd,Digital,Metal,Digital,,OPERA IX,1,0,Album,GB,World,,2116
CDVILED594DIGI,GODKILLER,DELIVERANCE,0,06/11/2015,Peaceville,801056459466,0,Peaceville Records Ltd,2000,Peaceville Records Ltd,Digital,Metal,Digital,,GODKILLER,1,0,Album,GB,World,,2114
CDVILED593DIGI,GODKILLER,THE END OF THE WORLD,0,06/11/2015,Peaceville,801056459367,0,Peaceville Records Ltd,1998,Peaceville Records Ltd,Digital,Metal,Digital,,GODKILLER,1,0,Album,GB,World,,2113
CDVILED592DIGI,ENOCHIAN CRESCENT,OMEGA TELOCVOVIM,0,06/11/2015,Peaceville,801056459268,0,Peaceville Records Ltd,2000,Peaceville Records Ltd,Digital,Metal,Digital,,ENOCHIAN CRESCENT,1,0,,GB,World,,2112
CDVILED591DIGI,ENOCHIAN CRESCENT,BABALON PATRAIX DE TELOCVOVIM - EP,0,06/11/2015,Peaceville,801056459169,0,Peaceville Records Ltd,1998,Peaceville Records Ltd,Digital,Metal,Digital,,ENOCHIAN CRESCENT,1,0,,GB,World,,2111
CDVILED590DIGI,TORMENTOR,RECIPE FERRUM!,0,06/11/2015,Peaceville,801056459060,0,Peaceville Records Ltd,2000,Peaceville Records Ltd,Digital,Metal,Digital,,TORMENTOR,1,0,,GB,World,,2104
CDVILED589DIGI,THE BLOOD DIVINE,MYSTICA,0,06/11/2015,Peaceville,801056458964,0,Peaceville Records Ltd,1997,Peaceville Records Ltd,Digital,Metal,Digital,,BLOOD DIVINE,1,0,,GB,World,,2102
CDVILED588DIGI,SOUNDISCIPLES,UNDEFINED,0,06/11/2015,Peaceville,801056458865,0,Peaceville Records Ltd,1999,Peaceville Records Ltd,Digital,Metal,Digital,,SOUNDISCIPLES,1,0,,GB,World,,2101
CDVILED587DIGI,SHIP OF FOOLS,OUT THERE SOMEWHERE,0,06/11/2015,Peaceville,801056458766,1994,Peaceville Records Ltd,1994,Peaceville Records Ltd,Digital,Rock,Digital,,SHIP OF FOOLS,1,0,Album,GB,World,,2100
CDVILED586DIGI,SHIP OF FOOLS,CLOSE YOUR EYES (FORGET THE WORLD),0,06/11/2015,Peaceville,801056458667,1993,Peaceville Records Ltd,1993,Peaceville Records Ltd,Digital,Rock,Digital,,SHIP OF FOOLS,1,0,Album,GB,World,,2099
KSCOPE916,CRIPPLED BLACK PHOENIX,THE RESURRECTIONISTS,15.5,19/04/2019,Kscope,802644891613,2015,Snapper Music Ltd,2009,"Kscope, a division of Snapper Music Ltd",2LP,Rock,Full Price,,CRIPPLED BLACK PHOENIX,1,0,Album,GB,World,,2098
CDVILED584DIGI,MORTA SKULD,AS HUMANITY FADES,0,06/11/2015,Peaceville,801056458469,1994,Peaceville Records Ltd,1994,Peaceville Records Ltd,Digital,Metal,Digital,,MORTA SKULD,1,0,Album,GB,World,,2096
CDVILED583DIGI,DOMINION,BLACKOUT,0,06/11/2015,Peaceville,801056458360,0,Peaceville Records Ltd,1997,Peaceville Records Ltd,Digital,Metal,Digital,,DOMINION,1,0,,GB,World,,2095
CDVILED582DIGI,DOMINION,INTERFACE,0,06/11/2015,Peaceville,801056458261,0,Peaceville Records Ltd,1996,Peaceville Records Ltd,Digital,Metal,Digital,,DOMINION,1,0,,GB,World,,2094
CDVILED581DIGI,DISIPLIN,ANTI-LIFE,0,06/11/2015,Peaceville,801056458162,0,Peaceville Records Ltd,2005,Peaceville Records Ltd,Digital,Metal,Digital,,DISIPLIN,1,0,,GB,World,,2093
CDVILED580DIGI,DISIPLIN,DISIPLIN,0,06/11/2015,Peaceville,801056458063,0,Peaceville Records Ltd,2003,Peaceville Records Ltd,Digital,Metal,Digital,,DISIPLIN,1,0,,GB,World,,2092
CDVILED579DIGI,GGFH,HALLOWEEN,0,06/11/2015,Peaceville,801056457967,1991,Peaceville Records Ltd,1991,Peaceville Records Ltd,Digital,Metal,Digital,,GGFH,1,0,Compilation,GB,World,,2091
CDVILED578DIGI,GGFH,DISEASE,0,06/11/2015,Peaceville,801056457868,1993,Peaceville Records Ltd,1993,Peaceville Records Ltd,Digital,Metal,Digital,,GGFH,1,0,Album,GB,World,,2089
CDVILED577DIGI,GGFH,ECLIPSE,0,06/11/2015,Peaceville,801056457769,1991,Peaceville Records Ltd,1991,Peaceville Records Ltd,Digital,Metal,Digital,,GGFH,1,0,Album,GB,World,,2088
DIGIVILED572,BEYOND DAWN,ELECTRIC SULKING MACHINE,0,06/11/2015,Peaceville,801056457264,0,Peaceville Records Ltd,1999,Peaceville Records Ltd,Digital,Metal,Digital,,BEYOND DAWN,1,0,,GB,World,,2083
CDVILED576DIGI,ANCIENT WISDOM,"COMETH DOOM, COMETH DEATH",0,06/11/2015,Peaceville,801056457660,0,Peaceville Records Ltd,2004,Peaceville Records Ltd,Digital,Metal,Digital,,ANCIENT WISDOM,1,0,,GB,World,,2082
CDVILED575DIGI,DARK SANCTUARY,EXAUDI VOCEM MEAM II,0,06/11/2015,Peaceville,801056457561,2006,Peaceville Records Ltd,2006,Peaceville Records Ltd,Digital,Metal,Digital,,DARK SANCTUARY,1,0,,GB,World,,2081
CDVILED574DIGI,DARK SANCTUARY,VIE EPHEMERE,0,06/11/2015,Peaceville,801056457462,2002,Peaceville Records Ltd,2002,Peaceville Records Ltd,Digital,Metal,Digital,,DARK SANCTUARY,1,0,,GB,World,,2080
CDVILED573DIGI,DARK SANCTUARY,ROYAUME MELANCOLIQUE,0,06/11/2015,Peaceville,801056457363,1999,Peaceville Records Ltd,1999,Peaceville Records Ltd,Digital,Metal,Digital,,DARK SANCTUARY,1,0,Album,GB,World,,2072
KSCOPE344,TESSERACT,SURVIVAL,0,04/09/2015,Kscope,802644434469,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,TESSERACT,1,0,,GB,World,,2069
KSCOPE324YT,TESSERACT,POLARIS (YouTube),0,18/09/2015,Kscope,802644732428,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,TESSERACT,1,0,,GB,World,,2068
CDVILEF558,OPETH,THE ROUNDHOUSE TAPES,7.6,27/11/2015,Peaceville,801056855879,2015,Peaceville Records Ltd,2007,Opeth under exclusive licence to Peaceville Records Ltd,2CD+DVD,Metal,Mid Price,,OPETH,1,0,Album,GB,World,30/06/2030,2067
CHARLYE178P,GONG,THE RADIO GNOME INVISIBLE TRILOGY SAMPLER,0,13/11/2015,Charly,803415317820,2015,Charly Acquisitions Ltd,2015,Charly Acquisitions Ltd,CD,Rock/Pop,Promo,,GONG,1,0,Compilation,GB,World,,2066
EBVILE008,AUTOPSY,AFTER THE CUTTING,22.25,04/12/2015,Peaceville,801056800824,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,4CD,Metal,Full Price,,AUTOPSY,1,0,Compilation,GB,World,,2065
VILELP570,MAYHEM,LIVE IN LEIPZIG,11.5,27/11/2015,Peaceville,801056857019,2015,Peaceville Records Ltd,1993,Peaceville Records Ltd,LP,Metal,Full Price,"<p>From Dec '15 - repressed on BLACK, not purple.</p>",MAYHEM,1,0,Album,GB,World,,2064
VILELP571,DODHEIMSGARD,KRONET TIL KONGE,11.5,11/12/2015,Peaceville,801056857118,2015,Peaceville Records Ltd,1995,Peaceville Records Ltd,LP,Metal,Full Price,,DHG DODHEIMSGARD,1,0,Album,GB,World,,2063
KSCOPE343,PORCUPINE TREE,STUPID DREAM,6.65,08/01/2016,Kscope,802644834320,2015,Snapper Music Ltd,1999,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,PORCUPINE TREE,1,0,Album,GB,World,,2061
KSCOPE342,PORCUPINE TREE,RECORDINGS,6.65,30/10/2015,Kscope,802644834221,2015,Snapper Music Ltd,2001,"Kscope, a division of Snapper Music Ltd",CD,Rock/Pop,Full Price,,PORCUPINE TREE,1,0,Album,GB,World,,2059
CHARLYF838,TOWNES VAN ZANDT,TEXAS RAIN,6.65,29/01/2016,Charly,803415883820,2015,Charly Acquisitions Ltd,2015,Charly Acquisitions Ltd,CD,Folk,Full Price,,"VAN ZANDT, TOWNES",1,0,,GB,World,,2058
VILEMC38,PENTAGRAM,RELENTLESS,6.65,28/08/2015,Peaceville,801056803832,2015,Peaceville Records Ltd,1985,Peaceville Records Ltd,Cassette,Metal,Full Price,,PENTAGRAM,1,0,Album,GB,World,,2057
KSCOPE341,BRUCE SOORD (The Pineapple Thief),BRUCE SOORD,7.6,27/11/2015,Kscope,802644834115,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",CD,Rock,Full Price,,"SOORD, BRUCE",1,0,Album,GB,World,,2056
KSCOPE915,BRUCE SOORD (The Pineapple Thief),BRUCE SOORD,10.5,29/01/2016,Kscope,802644891521,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",LP,Rock,Full Price,<p>DE</p>,"SOORD, BRUCE",1,0,Album,GB,World,,2055
VILELP559,AUTOPSY,SKULL GRINDER,9.5,27/11/2015,Peaceville,801056855916,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,12``,Metal,Full Price,,AUTOPSY,1,0,EP,GB,World,,2054
CDVILEF559,AUTOPSY,SKULL GRINDER,5.95,23/09/2016,Peaceville,801056855923,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,CD,Metal,Full Price,,AUTOPSY,1,0,EP,GB,World,,2052
KSCOPE913,PAUL DRAPER,SPOOKY ACTION,15.5,11/08/2017,Kscope,802644891316,2017,Snapper Music Ltd,2017,"Kscope, a division of Snapper Music Ltd",2LP,Rock,Full Price,<p>500</p>,"DRAPER, PAUL",1,0,Album,GB,World,,2050
KSCOPE912,MICK KARN,THE CONCRETE TWIN,10.5,08/01/2016,Kscope,802644891217,2015,Mick Karn,2010,Kyoko Karn under exclusive licence to Kscope,LP,Rock/Pop,Full Price,,"KARN, MICK",1,0,,GB,World,,2048
VILELP558,OPETH,THE ROUNDHOUSE TAPES,12,27/11/2015,Peaceville,801056855817,2015,Peaceville Records Ltd,2007,Opeth under exclusive licence to Peaceville Records Ltd,3LP,Metal,Full Price,,OPETH,1,0,Album,GB,World,30/06/2030,2047
KSCOPEVOL4,KSCOPE,SAMPLER VOL 4,0,01/01/2014,Kscope,80264430425,2014,Snapper Music Ltd,2014,"Kscope, a division of Snapper Music Ltd",CD,Rock,Promo,,VARIOUS ARTISTS,1,0,,GB,World,,2046
CHARLYL198,TOWNES VAN ZANDT,TEXAS RAIN,10.21,11/11/2016,Charly,803415819812,2015,Charly Acquisitions Ltd,2015,Charly Acquisitions Ltd,2LP,Folk,Full Price,<p>Waiting for Optimal to OK the date</p>,"VAN ZANDT, TOWNES",1,0,,GB,World,,2045
DVDVILE20,PENTAGRAM,LAST DAYS HERE,6.65,26/02/2016,Peaceville,801056802071,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,DVD-V,Metal,Full Price,,PENTAGRAM,1,0,Video,GB,World,,2044
CDVILEF493DIGI,MY DYING BRIDE,And My Father Left Forever,0,24/07/2015,Peaceville,801056449368,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,Digital,Metal,Digital,,MY DYING BRIDE,1,0,Single,GB,World,,2042
KSCOPE324DIGI,TESSERACT,MESSENGER,0,24/07/2015,Kscope,802644432465,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,TESSERACT,1,0,,GB,World,,2041
CDVILEF551DIGI,PENTAGRAM,Lay Down & Die,0,17/08/2015,Peaceville,801056455161,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,Digital,Metal,Digital,,PENTAGRAM,1,0,Single,GB,World,,2040
CDVILEF554DIGI,PENTAGRAM,Misunderstood,0,24/07/2015,Peaceville,801056455468,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,Digital,Metal,Digital,,PENTAGRAM,1,0,Single,GB,World,,2039
SDPCD666,W.A.S.P.,THE BEST OF THE BEST,3,03/03/2015,Snapper Classics,636551666626,2015,Snapper Music Ltd,2000,Snapper Music Ltd,CD,Metal,Full Price,<p>External regular dealer price is &pound;4.86</p>,WASP,1,0,Compilation,GB,World,,2038
VILEMC554,PENTAGRAM,CURIOUS VOLUME,6.65,28/08/2015,Peaceville,801056855435,2015,Peaceville Records Ltd,2015,Peaceville Records Ltd,Cassette,Metal,Full Price,,PENTAGRAM,1,0,Album,GB,World,,2037
KSCOPE325DIGI,TESSERACT,POLARIS (FLAC BURNING SHED),0,18/09/2015,Kscope,802644432564,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,TESSERACT,1,0,Album,GB,World,,2036
KSCOPE338,STEVE JANSEN & RICHARD BARBIERI,STONE TO FLESH,7.6,23/10/2015,Kscope,802644833828,2015,Steve Jansen & Richard Barbieri,2015,Steve Jansen & Richard Barbieri under licence to Kscope,CD,Rock/Pop,Full Price,<p><strong>Excluding Japan</strong></p>,JANSEN/BARBIERI,1,0,,GB,World excluding Japan,,2035
KSCOPE904,STEVEN WILSON,TRANSIENCE,15.5,11/09/2015,Kscope,802644890418,2015,Steven Wilson Productions Ltd,2015,Steven Wilson Productions Ltd under licence to Snapper Music Ltd,2LP,Rock,Full Price,,"WILSON, STEVEN",1,0,,GB,World,,2034
CHARLYL197,13TH FLOOR ELEVATORS,EASTER EVERYWHERE,8.84,24/06/2016,Charly,803415819713,2015,International Artists,1967,Charly Acquisitions Ltd (International Artists),LP,Rock/Pop,Full Price,,THIRTEENTH FLOOR,1,0,,GB,World,,2033
KSCOPE337,ANATHEMA,DISTANT SATELLITES (TOUR EDITION),6.65,04/09/2015,Kscope,802644833729,2015,Anathema,2014,Anathema under exclusive licence to Snapper Music Ltd,2CD,Rock,Full Price,,ANATHEMA,1,0,Album,GB,World,,2032
KSCOPE911,VARIOUS ARTISTS,Kscope Sampler - Volume 6,0,04/09/2015,Kscope,802644491165,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,VARIOUS ARTISTS,1,0,,GB,World,,2031
KSCOPE910,VARIOUS ARTISTS,Kscope Sampler - Volume 5,0,04/09/2015,Kscope,802644491066,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,VARIOUS ARTISTS,1,0,,GB,World,,2030
KSCOPE909,VARIOUS ARTISTS,Kscope Sampler - Volume 4,0,31/07/2015,Kscope,802644490960,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,VARIOUS ARTISTS,1,0,,GB,World,,2029
KSCOPE908,VARIOUS ARTISTS,Kscope Sampler - Volume 3,0,31/07/2015,Kscope,802644490861,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,VARIOUS ARTISTS,1,0,,GB,World,,2028
KSCOPE907,VARIOUS ARTISTS,Kscope Sampler - Volume 2,0,10/07/2015,Kscope,802644490762,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,VARIOUS ARTISTS,1,0,,GB,World,,2027
KSCOPE906,VARIOUS ARTISTS,Kscope Sampler - Volume 1,0,10/07/2015,Kscope,802644490663,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,VARIOUS ARTISTS,1,0,,GB,World,,2025
SMACD1044DIGI,OZRIC TENTACLES,THE BITS BETWEEN THE BITS,0,28/08/2015,Madfish,636551404464,2015,Snapper Music Ltd,1989,Snapper Music Ltd,Digital,Rock,Digital,,OZRIC TENTACLES,1,0,Album,GB,World,,2024
KSCOPE900DIGI,MICK KARN,EACH EYE A PATH,0,14/08/2015,Kscope,802644490069,2015,Mick Karn,2001,Kyoko Karn under exclusive licence to Kscope,Digital,Rock,Digital,,"KARN, MICK",1,0,,GB,World,,2023
KSCOPE898DIGI,DALIS CAR,INGLADALONENESS,0,29/06/2015,Kscope,802644489865,2015,Kyoko Karn & Peter Murphy,2011,Kyoko Karn & Peter Murphy under exclusive licence to Kscope,Digital,Rock,Digital,,DALIS CAR,1,0,EP,GB,World,,2022
SMALP1046,JANE GETTER PREMONITION,ON,10.5,02/10/2015,Madfish,636551804615,2015,Jane Getter,2015,Jane Getter under licence to Snapper Music Ltd,LP,Rock,Full Price,,"GETTER, JANE",1,0,,GB,World,,2021
SMACD1046,JANE GETTER PREMONITION,ON,7.6,02/10/2015,Madfish,636551804622,2015,Jane Getter,2015,Jane Getter under licence to Snapper Music Ltd,CD,Rock,Full Price,,"GETTER, JANE",1,0,,GB,World,,2020
KSCOPE323YT,THE RECEIVER,ALL BURN (YouTube),0,22/06/2015,Kscope,802644432366,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",Digital,Rock,Digital,,RECEIVER,1,0,Single,GB,World,,2019
VILEMC22,DARKTHRONE,SOULSIDE JOURNEY,6.65,25/09/2015,Peaceville,801056802231,2015,Peaceville Records Ltd,1991,Peaceville Records Ltd,Cassette,Metal,Full Price,,DARKTHRONE,1,0,,GB,World,,2015
KSCOPE324,TESSERACT,POLARIS,8.84,18/09/2015,Kscope,802644832470,2015,Snapper Music Ltd,2015,"Kscope, a division of Snapper Music Ltd",CD+DVD,Rock,Full Price,,TESSERACT,1,0,Album,GB,World,,2013
